GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
" ""06065""","Riverside, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,36615327,39742292,43394289,48231571,53314666,57896929,60409466,59698130,58491205,60632889,62865840,64092535,68314899,71543773,76603285,79409092,83335720,88443662,93798407,93250990
" ""06067""","Sacramento, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,61242909,62747473,65383775,67410369,70866317,73101669,73877100,73234536,70334338,68514126,69591146,69783186,71528635,73001224,75373407,75648213,77961074,80936234,83951132,81577179
" ""06067""","Sacramento, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,87.762,89.918,93.696,96.6,101.552,104.755,105.867,104.946,100.79,98.181,99.725,100,102.501,104.611,108.011,108.405,111.719,115.982,120.303,116.901
" ""06067""","Sacramento, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,48411571,50659205,53835398,57082278,61676572,65461837,68045183,68603411,67306626,66240924,68135107,69783186,73313358,76448580,80827219,82271830,86066760,91389605,97075079,96667833
" ""06069""","San Benito, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1557910,1641521,1767477,1778545,1811714,1942525,1874416,1745289,1758208,1786455,1780332,1776562,1761947,1834645,1944208,1971059,2075377,2115616,2280142,2199197
" ""06069""","San Benito, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,87.692,92.399,99.489,100.112,101.979,109.342,105.508,98.24,98.967,100.557,100.212,100,99.177,103.269,109.437,110.948,116.82,119.085,128.346,123.79
" ""06069""","San Benito, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1180926,1256129,1389146,1458791,1496005,1630076,1666946,1581211,1632469,1680914,1724265,1776562,1806147,1910388,2052909,2098088,2248052,2329705,2567591,2535609
" ""06071""","San Bernardino, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,54438197,56551989,60222196,64061068,67680495,70059888,71543167,70080880,65776415,66305774,67336498,67620205,69149978,71474503,74181095,75877075,78146465,80460743,83759253,82202264
" ""06071""","San Bernardino, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,80.506,83.632,89.059,94.737,100.089,103.608,105.801,103.639,97.273,98.056,99.58,100,102.262,105.7,109.703,112.211,115.567,118.989,123.867,121.565
" ""06071""","San Bernardino, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,41879923,44443959,48219992,52857637,57638956,61858433,65100888,65095754,62955286,63880878,65885385,67620205,70632027,74573461,79293006,82282910,86029960,90613064,96785983,97049499
" ""06073""","San Diego, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,142064204,148243518,155870562,164695156,173137412,177089324,179912955,178717613,171102638,173540455,176546834,178241243,184862880,189967417,195600126,197159662,203932550,209426148,214035153,207747927
" ""06073""","San Diego, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,79.703,83.17,87.449,92.4,97.137,99.354,100.938,100.267,95.995,97.363,99.049,100,103.715,106.579,109.739,110.614,114.414,117.496,120.082,116.554
" ""06073""","San Diego, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,115056794,122438054,131143091,141858951,152878644,160656914,167416333,168273109,164417694,167899892,173264401,178241243,188473150,197247964,207514333,211862374,222238592,232579152,242950042,240411072
" ""06075""","San Francisco, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,89414724,84237702,82871760,82046285,86324242,89587043,92046938,91593484,92525391,95335782,101707928,111136403,115524154,124202474,133070744,143841023,155258114,166716731,176392838,175001370
" ""06075""","San Francisco, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,80.455,75.797,74.568,73.825,77.674,80.61,82.823,82.415,83.254,85.783,91.516,100,103.948,111.757,119.736,129.427,139.701,150.011,158.717,157.465
" ""06075""","San Francisco, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,70209017,67482602,68046671,69642848,75753291,81265795,86433385,87089989,87783385,91902134,99566602,111136403,118240424,129992374,142131189,155675861,170465274,186325201,200475814,201547346
" ""06077""","San Joaquin, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,20845747,21745960,22712507,23637259,24941209,24375319,24328025,23587642,23369038,22783980,22580295,22741180,23522989,24174906,25314877,25837363,26787016,27808462,28686598,28417585
" ""06077""","San Joaquin, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,91.665,95.624,99.874,103.94,109.674,107.186,106.978,103.722,102.761,100.188,99.293,100,103.438,106.305,111.317,113.615,117.791,122.282,126.144,124.961
" ""06077""","San Joaquin, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,15863641,16834584,18070365,19492284,21141377,21267654,22080578,22037338,21987266,21764562,22042543,22741180,24082032,25083364,26521546,27274720,28781530,30498417,32207958,32517528
" ""06079""","San Luis Obispo, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,10995612,12163440,12419563,12489631,12899462,13148423,13050741,12574056,12426976,13053432,13263375,13543650,14001696,14213934,14945906,15194948,15449070,15808438,15901604,15536252
" ""06079""","San Luis Obispo, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,81.186,89.809,91.7,92.218,95.244,97.082,96.361,92.841,91.755,96.38,97.931,100,103.382,104.949,110.354,112.192,114.069,116.722,117.41,114.712
" ""06079""","San Luis Obispo, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,8345571,9296582,9780658,10167282,10926797,11625215,11960676,11702976,11958736,12626319,13082850,13543650,14350165,14966366,15958334,16246339,16831602,17605794,18143296,18010542
" ""06081""","San Mateo, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,53500777,50827524,51911354,53673107,55070047,57884093,58759178,58941727,59857406,61063885,63589632,77479232,81182144,85736897,91090406,100239588,113829269,119797765,125850236,124434270
" ""06081""","San Mateo, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,69.052,65.601,67,69.274,71.077,74.709,75.839,76.074,77.256,78.813,82.073,100,104.779,110.658,117.568,129.376,146.916,154.619,162.431,160.603
" ""06081""","San Mateo, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,45188688,43562876,44784666,46881319,49055447,52764348,54653953,55554229,57593496,58880340,62275518,77479232,82418106,88527187,96053677,106762817,122480233,130289317,138978918,138474105
" ""06083""","Santa Barbara, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,17976028,18690777,19398289,20025671,20830418,21164197,21554565,22045791,22573538,22375651,22434007,22959581,23302304,23807041,24986874,25172214,25885092,26938329,27183782,26623985
" ""06083""","Santa Barbara, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,78.294,81.407,84.489,87.221,90.726,92.18,93.88,96.02,98.319,97.457,97.711,100,101.493,103.691,108.83,109.637,112.742,117.329,118.398,115.96
" ""06083""","Santa Barbara, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,14207142,15016801,15948284,16990529,18130207,18917051,19989177,20807686,21227958,21416761,22035189,22959581,23800732,24617577,25885954,26216695,27483494,29114688,29893355,29697904
" ""06085""","Santa Clara, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,114240305,109019161,115437821,119997208,127598015,137304412,150769852,159809232,156929380,171187339,184636019,191886859,209953840,225459236,246071930,262013456,282946368,306691667,325665794,340009883
" ""06085""","Santa Clara, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,59.535,56.814,60.159,62.535,66.496,71.555,78.572,83.283,81.782,89.213,96.221,100,109.415,117.496,128.238,136.546,147.455,159.829,169.718,177.193
" ""06085""","Santa Clara, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,120074319,113733738,118218452,121971631,129885412,139289232,151947584,158668380,156721794,169334468,182966108,191886859,211886144,228683033,251668618,267926226,290250856,315434455,338967569,357975788
" ""06087""","Santa Cruz, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,11107335,11059671,11296439,10968240,10970409,10903485,10879880,10945744,11211955,12108628,11922969,11705257,12049144,12299320,12360508,12597030,12786326,13243490,14124562,13591297
" ""06087""","Santa Cruz, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,94.892,94.485,96.507,93.704,93.722,93.15,92.949,93.511,95.786,103.446,101.86,100,102.938,105.075,105.598,107.619,109.236,113.141,120.669,116.113
" ""06087""","Santa Cruz, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,8735202,8832336,9170486,9205338,9404372,9613227,9961495,10187609,10596972,11553111,11652894,11705257,12329425,12812071,13119171,13541034,13983570,14746118,16091572,15844973
" ""06089""","Shasta, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,6169069,6828720,6990059,6835467,6673441,6944835,6711445,6482525,6401035,6603832,6742107,6459544,6433711,6529553,6622382,6931422,7437919,7219547,7608827,7341817
" ""06089""","Shasta, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,95.503,105.715,108.213,105.82,103.311,107.513,103.9,100.356,99.094,102.234,104.374,100,99.6,101.084,102.521,107.305,115.146,111.766,117.792,113.658
" ""06089""","Shasta, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,4750019,5345717,5617948,5674992,5737480,6212543,6175739,6066175,6192137,6420344,6638297,6459544,6600404,6885251,7125620,7536944,8223081,8163949,8808341,8698893
" ""06091""","Sierra, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,106591,104408,101894,95881,99555,99837,99626,95975,94524,97175,91803,84695,82572,78288,76371,81735,82019,84198,87671,80670
" ""06091""","Sierra, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,125.853,123.275,120.307,113.208,117.546,117.879,117.629,113.319,111.605,114.736,108.393,100,97.493,92.435,90.172,96.505,96.841,99.414,103.514,95.248
" ""06091""","Sierra, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,81094,81246,81728,79616,85405,88964,91454,89495,91160,93913,90228,84695,84675,82064,81932,89209,91467,96221,103111,97334
" ""06093""","Siskiyou, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1420010,1570715,1481219,1449353,1419893,1481254,1351355,1452987,1333683,1314907,1435679,1382695,1349869,1403426,1518671,1572563,1546848,1563467,1579641,1641363
" ""06093""","Siskiyou, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,102.699,113.598,107.126,104.821,102.69,107.128,97.733,105.084,96.455,95.097,103.832,100,97.626,101.499,109.834,113.732,111.872,113.074,114.244,118.708
" ""06093""","Siskiyou, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1077384,1208984,1178992,1210592,1212931,1304932,1248870,1368019,1253583,1252412,1403989,1382695,1386564,1459222,1576129,1624237,1635820,1684888,1736705,1836670
" ""06095""","Solano, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,15161616,15192397,15822315,15935478,16459623,16685004,17313929,18807876,18152088,18160240,17507200,18973888,19880720,20029280,20203318,20619199,20899701,21944195,24048606,24020822
" ""06095""","Solano, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,79.908,80.07,83.39,83.986,86.749,87.937,91.251,99.125,95.669,95.712,92.27,100,104.779,105.562,106.48,108.671,110.15,115.655,126.746,126.599
" ""06095""","Solano, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,11086796,11290439,12128817,12647108,13661605,14422736,15556917,17164315,16541715,16953697,17014008,18973888,20246432,20836488,21494443,22111772,22944793,24819488,27522987,27618325
" ""06097""","Sonoma, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,20912833,21717359,21512326,21456093,21821595,22033382,22409403,22250970,21430364,22072212,22434452,22779964,23247064,24074511,25156011,25745062,26325465,27565642,27657268,26611361
" ""06097""","Sonoma, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,91.804,95.335,94.435,94.188,95.793,96.723,98.373,97.678,94.075,96.893,98.483,100,102.05,105.683,110.43,113.016,115.564,121.008,121.41,116.819
" ""06097""","Sonoma, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,16871832,17822659,17880145,18203204,19022345,19756918,20624550,20812316,20672509,21365804,21921636,22779964,23768530,25123993,26826940,27888243,28886110,30770916,31656194,31247324
" ""06099""","Stanislaus, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,15758116,16343835,16884980,17801108,18454602,18816584,18559634,17973134,17821608,17931977,17858181,17532238,17659094,18740179,19371931,19623484,20632799,21234213,21658223,21439045
" ""06099""","Stanislaus, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,89.881,93.222,96.308,101.534,105.261,107.326,105.86,102.515,101.651,102.28,101.859,100,100.724,106.89,110.493,111.928,117.685,121.115,123.534,122.284
" ""06099""","Stanislaus, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,11962641,12667797,13342785,14531373,15290976,15946351,16486777,16326755,16657144,16985999,17340925,17532238,18074349,19447684,20342559,20752197,22151418,23138910,24042666,24203279
" ""06101""","Sutter, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2488890,2976734,2968013,2990055,2875284,3079761,3206769,3506819,3710181,3433390,3156254,3007824,3118528,2951336,3090283,3065514,3095179,3307355,3282757,3357591
" ""06101""","Sutter, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,82.747,98.966,98.676,99.409,95.593,102.392,106.614,116.59,123.351,114.149,104.935,100,103.681,98.122,102.741,101.918,102.904,109.958,109.141,111.629
" ""06101""","Sutter, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1873627,2260058,2326092,2441849,2413423,2666653,2911855,3270813,3350553,3205218,3094853,3007824,3196947,3071992,3254669,3245277,3336306,3631663,3689402,3840213
" ""06103""","Tehama, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1456453,1535858,1556682,1614180,1705265,1617622,1636143,1535203,1534971,1624583,1589629,1586278,1654011,1625529,1624161,1668083,1882273,1885606,1980076,2011859
" ""06103""","Tehama, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,91.816,96.822,98.134,101.759,107.501,101.976,103.144,96.78,96.766,102.415,100.211,100,104.27,102.474,102.388,105.157,118.66,118.87,124.825,126.829
" ""06103""","Tehama, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1113197,1197515,1247538,1354372,1464228,1420821,1486497,1427571,1446907,1556117,1554203,1586278,1702167,1699525,1705931,1761922,2031727,2078400,2214396,2297948
" ""06105""","Trinity, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,295713,328533,348282,337076,315984,330465,326969,319574,303278,345663,362240,345985,349294,337552,322630,337006,371527,359579,357454,368912
" ""06105""","Trinity, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,85.47,94.956,100.664,97.425,91.329,95.514,94.504,92.366,87.656,99.907,104.698,100,100.956,97.563,93.25,97.405,107.383,103.929,103.315,106.627
" ""06105""","Trinity, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,227963,258525,282781,283375,275020,298689,302849,301013,295111,338016,357331,345985,359897,359871,350642,369362,416333,413007,419430,443245
" ""06107""","Tulare, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,11404310,10612079,11130967,12305193,13480674,12735501,14166537,13386175,12301799,13544945,13997042,13289971,13590002,15191202,15187770,16100787,16847054,17063694,17762269,17662200
" ""06107""","Tulare, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,85.811,79.85,83.755,92.59,101.435,95.828,106.596,100.724,92.565,101.919,105.32,100,102.258,114.306,114.28,121.15,126.765,128.395,133.652,132.899
" ""06107""","Tulare, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,8639763,8117629,8725373,10103986,10988091,10611544,12536822,12076340,11207824,12618356,13641913,13289971,13950035,15624193,15452440,16255420,17394657,17810577,18884066,18980160
" ""06109""","Tuolumne, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,1868002,2174628,2188900,2193883,2197701,2250976,2178702,2115746,2133845,2247444,2385930,2066149,2053371,1999413,2047389,2232551,2455844,2284494,2404999,2193724
" ""06109""","Tuolumne, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,90.41,105.25,105.941,106.182,106.367,108.945,105.447,102.4,103.276,108.775,115.477,100,99.382,96.77,99.092,108.054,118.861,110.568,116.4,106.175
" ""06109""","Tuolumne, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1440517,1703182,1763804,1832259,1900553,2029127,2018545,1993942,2087900,2203613,2360144,2066149,2107246,2112713,2211416,2434509,2722920,2590700,2792409,2600257
" ""06111""","Ventura, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,37003295,38017158,40367369,44219449,46386360,51531025,55457322,50732889,50423666,50250247,47396726,46388410,46807738,46460736,46505916,46203169,46470387,46592945,47846529,46597738
" ""06111""","Ventura, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,79.768,81.954,87.02,95.324,99.996,111.086,119.55,109.365,108.699,108.325,102.174,100,100.904,100.156,100.253,99.601,100.177,100.441,103.143,100.451
" ""06111""","Ventura, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,28764940,29880805,32212295,36061385,38757603,44109114,48693150,46177013,47105237,47418831,46274342,46388410,47857971,48304696,48879948,49063077,50345776,51511950,53914259,53218972
" ""06113""","Yolo, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,9328168,9470967,9788994,10237401,10372418,10529063,11048126,11083682,10663703,10459431,10691024,10773643,11180876,11578868,12252116,12757435,13013233,13472232,13964754,13587572
" ""06113""","Yolo, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,86.583,87.909,90.861,95.023,96.276,97.73,102.548,102.878,98.98,97.084,99.233,100,103.78,107.474,113.723,118.413,120.788,125.048,129.62,126.119
" ""06113""","Yolo, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,7046631,7290794,7720509,8385744,8759317,9186469,10041872,10292356,10061769,10015532,10449872,10773643,11475464,12100232,13069970,13739977,14236449,15073469,16012288,15919993
" ""06115""","Yuba, CA",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars),Thousands of chained 2012 dollars,2038066,2194588,2309532,2330239,2346889,2452749,2342640,2507041,2574946,2573496,2705047,2667315,2771743,2644836,2637134,2793149,2948046,2980485,3087444,3045748
" ""06115""","Yuba, CA",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,76.409,82.277,86.586,87.363,87.987,91.956,87.828,93.991,96.537,96.483,101.415,100,103.915,99.157,98.868,104.718,110.525,111.741,115.751,114.188
" ""06115""","Yuba, CA",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars),Thousands of dollars,1499201,1657360,1807958,1898958,1977418,2149578,2136821,2335769,2429130,2476466,2669304,2667315,2831368,2759223,2805141,2993065,3219966,3327718,3524867,3544698
Note: See the included footnote file.,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAGDP1: Gross Domestic Product (GDP) summary by county and metropolitan area ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last updated: December 8, 2021 -- new statistics for 2020, revised statistics for 2001-2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,
