Entity Name,Fiscal Year,Total Expenditures,Estimated Population,Expenditures Per Capita
San Bernardino,2020,262666454,217946,1205
San Bernardino,2019,264253039,219233,1205
San Bernardino,2018,242655448,221130,1097
San Bernardino,2017,235276448,216972,1084
San Bernardino,2016,247241160,215491,1147
San Bernardino,2015,220635568,213933,1031
San Bernardino,2014,236096863,212721,1110
San Bernardino,2013,233529014,212639,1098
San Bernardino,2012,250712299,211674,1184
San Bernardino,2011,255603658,211076,1211
San Bernardino,2010,239777305,204800,1171
San Bernardino,2009,264162442,204483,1292
San Bernardino,2008,278795289,205493,1357
San Bernardino,2007,260664198,205010,1271
San Bernardino,2006,296588711,201823,1470
San Bernardino,2005,229782138,199803,1150
San Bernardino,2004,211293021,196273,1077
San Bernardino,2003,188525116,194120,971
San Bruno,2021,97599175,43169,2261
San Bruno,2020,100616391,45454,2214
San Bruno,2019,103004816,45257,2276
San Bruno,2018,97480566,46085,2115
San Bruno,2017,90179628,45295,1991
San Bruno,2016,89688865,45360,1977
San Bruno,2015,95216175,44409,2144
San Bruno,2014,72827254,43223,1685
San Bruno,2013,71405864,42828,1667
San Bruno,2012,68347762,42451,1610
San Bruno,2011,67088641,41842,1603
San Bruno,2010,66627507,44294,1504
San Bruno,2009,72904677,43811,1664
San Bruno,2008,68817876,43444,1584
San Bruno,2007,62125996,42145,1474
San Bruno,2006,63197518,41515,1522
San Bruno,2005,53347382,42215,1264
San Bruno,2004,54744793,41267,1327
San Bruno,2003,55405308,40969,1352
San Buenaventura,2021,232710415,109821,2119
San Buenaventura,2020,222852319,106276,2097
San Buenaventura,2019,220823946,108170,2041
San Buenaventura,2018,204316465,111269,1836
San Buenaventura,2017,198756299,109275,1819
San Buenaventura,2016,172914079,108557,1593
San Buenaventura,2015,157698525,109338,1442
San Buenaventura,2014,147623254,108961,1355
San Buenaventura,2013,187693199,108294,1733
San Buenaventura,2012,146310371,107166,1365
San Buenaventura,2011,152986668,107124,1428
San Buenaventura,2010,140370906,109946,1277
San Buenaventura,2009,154167198,108787,1417
San Buenaventura,2008,157207376,108261,1452
San Buenaventura,2007,137271097,107490,1277
San Buenaventura,2006,137858460,106710,1292
San Buenaventura,2005,131364480,106096,1238
San Buenaventura,2004,136999848,104952,1305
San Buenaventura,2003,100380456,104259,963
San Carlos,2021,68248824,30207,2259
San Carlos,2020,84474766,30145,2802
San Carlos,2019,58560443,29864,1961
San Carlos,2018,65594992,29897,2194
San Carlos,2017,53915587,29311,1839
San Carlos,2016,77276653,29008,2664
San Carlos,2015,58211435,29449,1977
San Carlos,2014,50687507,29219,1735
San Carlos,2013,36969474,28931,1278
San Carlos,2012,35587645,28719,1239
San Carlos,2011,37656946,28615,1316
San Carlos,2010,43202564,29155,1482
San Carlos,2009,38381347,28839,1331
San Carlos,2008,35492517,28857,1230
San Carlos,2007,32877551,28639,1148
San Carlos,2006,41319380,28265,1462
San Carlos,2005,32245793,28190,1144
San Carlos,2004,30865351,27664,1116
San Carlos,2003,26880440,27768,968
San Clemente,2021,127842616,63877,2001
San Clemente,2020,126257480,64581,1955
San Clemente,2019,117499417,65405,1796
San Clemente,2018,119825620,65543,1828
San Clemente,2017,115329889,65975,1748
San Clemente,2016,96429564,66245,1456
San Clemente,2015,107017421,65399,1636
San Clemente,2014,115013960,64874,1773
San Clemente,2013,90488672,64542,1402
San Clemente,2012,98066992,64208,1527
San Clemente,2011,97459117,63743,1529
San Clemente,2010,81140477,68763,1180
San Clemente,2009,93501357,68316,1369
San Clemente,2008,93727442,67892,1381
San Clemente,2007,91101026,67373,1352
San Clemente,2006,82580403,66280,1246
San Clemente,2005,71676254,65338,1097
San Clemente,2004,67535614,63079,1071
San Clemente,2003,65491103,60701,1079
San Diego,2021,3863061998,1371832,2816
San Diego,2020,3642623979,1430489,2546
San Diego,2019,3493948958,1420572,2460
San Diego,2018,3580200765,1419845,2522
San Diego,2017,2985979360,1406318,2123
San Diego,2016,2937835576,1391676,2111
San Diego,2015,2799157936,1368061,2046
San Diego,2014,2636246118,1345895,1959
San Diego,2013,2560199542,1326238,1930
San Diego,2012,2550649392,1321315,1930
San Diego,2011,2252874385,1311882,1717
San Diego,2009,2406646227,1353993,1777
San Diego,2008,2189504435,1336865,1638
San Diego,2007,2151600842,1316837,1634
San Diego,2005,2158163186,1305736,1653
San Diego,2004,2068726158,1294032,1599
San Diego,2003,1997684666,1275112,1567
San Dimas,2021,33483889,34651,966
San Dimas,2020,31867695,33945,939
San Dimas,2019,32201383,34584,931
San Dimas,2018,30399494,34507,881
San Dimas,2017,29587783,34231,864
San Dimas,2016,26135193,34144,765
San Dimas,2015,26637706,34713,767
San Dimas,2014,23170829,34072,680
San Dimas,2013,23248133,33686,690
San Dimas,2012,23683741,33499,707
San Dimas,2011,36876025,33465,1102
San Dimas,2010,29105237,36946,788
San Dimas,2009,26194736,36878,710
San Dimas,2008,24575485,36874,666
San Dimas,2007,22365514,37011,604
San Dimas,2006,19734015,36864,535
San Dimas,2005,19629455,37005,530
San Dimas,2004,16370248,36728,446
San Dimas,2003,16445375,36435,451
San Fernando,2021,41286025,23520,1755
San Fernando,2020,37268098,25207,1478
San Fernando,2019,37273959,24918,1496
San Fernando,2018,37114341,24602,1509
San Fernando,2017,34711864,24486,1418
San Fernando,2016,32256913,24533,1315
San Fernando,2015,29545367,24558,1203
San Fernando,2014,29236016,24222,1207
San Fernando,2013,30302267,24079,1258
San Fernando,2012,29029205,23752,1222
San Fernando,2011,34319136,23712,1447
San Fernando,2010,30765040,25366,1213
San Fernando,2009,36594621,25292,1447
San Fernando,2008,37677699,25230,1493
San Fernando,2007,36117671,25145,1436
San Fernando,2006,26462894,25035,1057
San Fernando,2005,27318048,24958,1095
San Fernando,2004,25717589,24759,1039
San Fernando,2003,25894335,24508,1057
San Francisco,2021,12931646263,849475,15223
San Francisco,2020,12712670878,897806,14160
San Francisco,2019,11318564712,883869,12806
San Francisco,2018,10780982074,883963,12196
San Francisco,2017,10596216361,874228,12121
San Francisco,2016,10588210515,866583,12218
San Francisco,2015,10143617882,845602,11996
San Francisco,2014,10315941202,836620,12330
San Francisco,2013,10052344813,825111,12183
San Francisco,2012,8928871537,812538,10989
San Francisco,2011,8368949109,812820,10296
San Francisco,2010,7977684221,856095,9319
San Francisco,2009,7480724411,845559,8847
San Francisco,2008,7176649580,824525,8704
San Francisco,2007,6906519986,808844,8539
San Francisco,2006,6441882716,798680,8066
San Francisco,2005,5497496619,799263,6878
San Francisco,2004,6070232894,792690,7658
San Francisco,2003,6022855126,791597,7608
San Gabriel,2021,53524256,39250,1364
San Gabriel,2020,50289990,40104,1254
San Gabriel,2019,54890854,41178,1333
San Gabriel,2018,58065428,40920,1419
San Gabriel,2017,55499437,41020,1353
San Gabriel,2016,47828145,40424,1183
San Gabriel,2015,47385599,40517,1170
San Gabriel,2014,34687943,40313,860
San Gabriel,2013,37175710,40153,926
San Gabriel,2012,37894834,39926,949
San Gabriel,2011,38815782,39839,974
San Gabriel,2010,33109069,42984,770
San Gabriel,2009,35449487,42829,828
San Gabriel,2008,32342902,42762,756
San Gabriel,2007,28096689,42691,658
San Gabriel,2006,27586982,42320,652
San Gabriel,2005,25975544,42374,613
San Gabriel,2004,23455586,41914,560
San Gabriel,2003,21935139,41567,528
San Jacinto,2021,55515297,54503,1019
San Jacinto,2020,54346049,51028,1065
San Jacinto,2019,51753244,48878,1059
San Jacinto,2018,36815830,48146,765
San Jacinto,2017,35819713,47925,747
San Jacinto,2016,27103757,47656,569
San Jacinto,2015,34804806,45895,758
San Jacinto,2014,41761737,45563,917
San Jacinto,2013,33899795,45217,750
San Jacinto,2012,31256851,44803,698
San Jacinto,2011,32432803,44597,727
San Jacinto,2010,38008356,36933,1029
San Jacinto,2009,37527310,36477,1029
San Jacinto,2008,52750824,35672,1479
San Jacinto,2007,27508614,34345,801
San Jacinto,2006,25482237,31066,820
San Jacinto,2005,22447255,28437,789
San Jacinto,2004,19471419,26724,729
San Jacinto,2003,16363553,26041,628
San Joaquin,2021,3195033,3674,870
San Joaquin,2020,3474391,4142,839
San Joaquin,2019,2880409,4216,683
San Joaquin,2018,2699595,4119,655
San Joaquin,2017,3867994,4070,950
San Joaquin,2016,3985488,4047,985
San Joaquin,2015,3303724,4041,818
San Joaquin,2014,2804296,4056,691
San Joaquin,2013,3348328,4029,831
San Joaquin,2012,7880525,4031,1955
San Joaquin,2011,3645660,4025,906
San Joaquin,2010,3969527,4071,975
San Joaquin,2009,3288608,4060,810
San Joaquin,2008,5121689,4521,1133
San Joaquin,2007,2985321,3870,771
San Joaquin,2006,1630877,3746,435
San Joaquin,2005,1814175,3623,501
San Joaquin,2004,2755680,3569,772
San Joaquin,2003,1523762,3492,436
San Jose,2021,2982095980,991144,3009
San Jose,2020,2856686592,1049187,2723
San Jose,2019,2417428986,1043058,2318
San Jose,2018,2363141478,1051316,2248
San Jose,2017,1981689553,1046079,1894
San Jose,2016,1758683106,1042094,1688
San Jose,2015,1654057473,1016479,1627
San Jose,2014,1502726002,1000536,1502
San Jose,2013,1447993663,984299,1471
San Jose,2012,1449801762,971372,1493
San Jose,2011,1499050378,958789,1563
San Jose,2010,1785548491,1023083,1745
San Jose,2009,1870115412,1006892,1857
San Jose,2008,1848794953,989496,1868
San Jose,2007,1561518994,973672,1604
San Jose,2006,1436085662,953679,1506
San Jose,2005,1391877394,944857,1473
San Jose,2004,1483900905,926241,1602
San Jose,2003,1385767923,924950,1498
San Juan Bautista,2021,6521182,2120,3076
San Juan Bautista,2020,5079096,2112,2405
San Juan Bautista,2019,5886234,2081,2829
San Juan Bautista,2018,3866688,1873,2064
San Juan Bautista,2017,3171491,1856,1709
San Juan Bautista,2016,13155115,1843,7138
San Juan Bautista,2015,2896595,1930,1501
San Juan Bautista,2014,2932120,1905,1539
San Juan Bautista,2013,2584681,1881,1374
San Juan Bautista,2012,2226765,1855,1200
San Juan Bautista,2011,2397281,1872,1281
San Juan Bautista,2010,3143169,1895,1659
San Juan Bautista,2009,2368690,1891,1253
San Juan Bautista,2008,3621021,1874,1932
San Juan Bautista,2007,1924457,1825,1054
San Juan Bautista,2006,2485091,1726,1440
San Juan Bautista,2005,1790893,1731,1035
San Juan Bautista,2004,1901523,1721,1105
San Juan Bautista,2003,1566010,1606,975
San Juan Capistrano,2021,74346900,34907,2130
San Juan Capistrano,2020,68936029,36318,1898
San Juan Capistrano,2019,74693731,36821,2029
San Juan Capistrano,2018,71929698,36759,1957
San Juan Capistrano,2017,67592085,36262,1864
San Juan Capistrano,2016,55979460,36085,1551
San Juan Capistrano,2015,75770827,36223,2092
San Juan Capistrano,2014,60246067,35900,1678
San Juan Capistrano,2013,50924501,35321,1442
San Juan Capistrano,2012,59152990,35022,1689
San Juan Capistrano,2011,64709762,34734,1863
San Juan Capistrano,2010,85671986,37233,2301
San Juan Capistrano,2009,50304562,36870,1364
San Juan Capistrano,2008,56916064,36782,1547
San Juan Capistrano,2007,52847191,36452,1450
San Juan Capistrano,2006,55319775,36073,1534
San Juan Capistrano,2005,36643494,36078,1016
San Juan Capistrano,2004,33404307,35834,932
San Juan Capistrano,2003,22265113,35215,632
San Leandro,2021,176828982,89926,1966
San Leandro,2020,174527807,87930,1985
San Leandro,2019,157682622,89825,1755
San Leandro,2018,153755138,87598,1755
San Leandro,2017,161117958,88274,1825
San Leandro,2016,123579925,87700,1409
San Leandro,2015,112979628,88441,1277
San Leandro,2014,110451840,87691,1260
San Leandro,2013,113307563,86666,1307
San Leandro,2012,123439343,86053,1434
San Leandro,2011,91955841,85490,1076
San Leandro,2010,104225298,83183,1253
San Leandro,2009,106016062,82472,1285
San Leandro,2008,111418739,81851,1361
San Leandro,2007,103561998,81466,1271
San Leandro,2006,108468799,81074,1338
San Leandro,2005,97110567,81442,1192
San Leandro,2004,96761814,81489,1187
San Leandro,2003,103171329,81368,1268
San Luis Obispo,2021,131487607,47541,2766
San Luis Obispo,2020,124912570,45920,2720
San Luis Obispo,2019,128681951,46802,2749
San Luis Obispo,2018,133577872,46548,2870
San Luis Obispo,2017,113879345,46724,2437
San Luis Obispo,2016,112167052,46117,2432
San Luis Obispo,2015,120715904,45802,2636
San Luis Obispo,2014,101537144,45473,2233
San Luis Obispo,2013,97966868,45541,2151
San Luis Obispo,2012,101248200,45308,2235
San Luis Obispo,2011,98723200,45418,2174
San Luis Obispo,2010,100280100,44948,2231
San Luis Obispo,2009,107608700,44750,2405
San Luis Obispo,2008,94975500,44697,2125
San Luis Obispo,2007,91716300,44239,2073
San Luis Obispo,2006,86785400,44439,1953
San Luis Obispo,2005,75066200,44519,1686
San Luis Obispo,2004,84644500,44176,1916
San Luis Obispo,2003,67453000,44359,1521
San Marcos,2021,132412999,92958,1424
San Marcos,2020,114827427,97209,1181
San Marcos,2019,108019808,98369,1098
San Marcos,2018,93065107,95768,972
San Marcos,2017,101592897,94042,1080
San Marcos,2016,88522817,93295,949
San Marcos,2015,93952389,90827,1034
San Marcos,2014,85087975,90179,944
San Marcos,2013,84970737,87040,976
San Marcos,2012,81707842,85569,955
San Marcos,2011,73886909,84734,872
San Marcos,2010,73647983,84391,873
San Marcos,2009,71503070,83149,860
San Marcos,2008,74755157,82743,903
San Marcos,2007,96575469,79812,1210
San Marcos,2006,103025822,76725,1343
San Marcos,2005,90747686,73054,1242
San Marcos,2004,72629473,67426,1077
San Marcos,2003,75402648,63528,1187
San Marino,2021,30200535,12334,2449
San Marino,2020,29338640,13087,2242
San Marino,2019,26034989,13352,1950
San Marino,2018,25677789,13272,1935
San Marino,2017,26832292,13467,1992
San Marino,2016,25906433,13566,1910
San Marino,2015,26171298,13414,1951
San Marino,2014,22761840,13341,1706
San Marino,2013,23367561,13246,1764
San Marino,2012,26158585,13195,1982
San Marino,2011,30383333,13185,2304
San Marino,2010,20462358,13415,1525
San Marino,2009,21691692,13393,1620
San Marino,2008,26304640,13455,1955
San Marino,2007,33218506,13507,2459
San Marino,2006,19371843,13482,1437
San Marino,2005,18669729,13673,1365
San Marino,2004,15531383,13579,1144
San Marino,2003,15492423,13436,1153
San Mateo,2021,283103352,104719,2703
San Mateo,2020,260347295,103087,2526
San Mateo,2019,239654288,104570,2292
San Mateo,2018,232718241,104490,2227
San Mateo,2017,217064352,103426,2099
San Mateo,2016,190280046,102659,1854
San Mateo,2015,159078391,101429,1568
San Mateo,2014,147021534,100106,1469
San Mateo,2013,136314670,99061,1376
San Mateo,2012,138619924,98298,1410
San Mateo,2011,132028324,97966,1348
San Mateo,2010,134155369,97535,1375
San Mateo,2009,140477141,96557,1455
San Mateo,2008,144806524,95776,1512
San Mateo,2007,139730716,95510,1463
San Mateo,2006,147501325,94315,1564
San Mateo,2005,130293662,94212,1383
San Mateo,2004,121151631,93050,1302
San Mateo,2003,111751618,93721,1192
San Pablo,2021,51956787,31793,1634
San Pablo,2020,62031942,31413,1975
San Pablo,2019,60501344,31817,1902
San Pablo,2018,52244992,31593,1654
San Pablo,2017,44605705,31053,1436
San Pablo,2016,37327424,30829,1211
San Pablo,2015,46604342,29730,1568
San Pablo,2014,28816377,29465,978
San Pablo,2013,31114984,29266,1063
San Pablo,2012,31396253,29105,1079
San Pablo,2011,29040787,28931,1004
San Pablo,2010,33178606,32131,1033
San Pablo,2009,26034171,31808,818
San Pablo,2008,29917845,31190,959
San Pablo,2007,27621419,30965,892
San Pablo,2006,24460093,31216,784
San Pablo,2005,19206930,31344,613
San Pablo,2004,16479305,31033,531
San Pablo,2003,17638605,30761,573
San Rafael,2021,135854410,61179,2221
San Rafael,2020,152992880,59807,2558
San Rafael,2019,162029464,60046,2698
San Rafael,2018,142210759,60651,2345
San Rafael,2017,121721687,60842,2001
San Rafael,2016,103445299,60582,1708
San Rafael,2015,92955523,59214,1570
San Rafael,2014,92596669,58566,1581
San Rafael,2013,90249538,58182,1551
San Rafael,2012,79437646,58305,1362
San Rafael,2011,81835552,58136,1408
San Rafael,2010,78791046,58822,1339
San Rafael,2009,89922916,58363,1541
San Rafael,2008,85814930,58235,1474
San Rafael,2007,76712117,58047,1322
San Rafael,2006,69700696,57349,1215
San Rafael,2005,63323587,57224,1107
San Rafael,2004,59950751,56915,1053
San Rafael,2003,60582569,57146,1060
San Ramon,2021,113804141,84226,1351
San Ramon,2020,105493218,83118,1269
San Ramon,2019,101030768,83957,1203
San Ramon,2018,96327270,82643,1166
San Ramon,2017,92361983,80550,1147
San Ramon,2016,97153938,78363,1240
San Ramon,2015,69982931,78561,891
San Ramon,2014,68052563,77270,881
San Ramon,2013,62672208,76154,823
San Ramon,2012,62506181,74378,840
San Ramon,2011,64457092,73109,882
San Ramon,2010,65389112,64860,1008
San Ramon,2009,68592977,63176,1086
San Ramon,2008,57822083,59002,980
San Ramon,2007,54854278,58035,945
San Ramon,2006,49085446,53137,924
San Ramon,2005,36206569,51027,710
San Ramon,2004,43011683,48609,885
San Ramon,2003,42880576,47060,911
Sand City,2021,6655467,378,17607
Sand City,2020,7080725,385,18391
Sand City,2019,6817084,397,17171
Sand City,2018,6989374,394,17740
Sand City,2017,8527837,384,22208
Sand City,2016,5702530,381,14967
Sand City,2015,5016151,362,13857
Sand City,2014,5006558,343,14596
Sand City,2013,8883814,338,26283
Sand City,2012,5128752,337,15219
Sand City,2011,4639207,336,13807
Sand City,2010,5326927,329,16191
Sand City,2009,11486300,312,36815
Sand City,2008,6940713,298,23291
Sand City,2007,4250470,301,14121
Sand City,2006,4044248,300,13481
Sand City,2005,3577919,301,11887
Sand City,2004,3873754,308,12577
Sand City,2003,3723549,282,13204
Sanger,2021,43836734,26558,1651
Sanger,2020,44280929,27185,1629
Sanger,2019,41467998,27094,1531
Sanger,2018,36696670,26648,1377
Sanger,2017,36171319,26412,1370
Sanger,2016,24604851,26024,945
Sanger,2015,51575625,25128,2053
Sanger,2014,30272821,24908,1215
Sanger,2013,23659062,24703,958
Sanger,2012,22145267,24638,899
Sanger,2011,24186274,24484,988
Sanger,2010,21594518,25664,841
Sanger,2009,26221311,25417,1032
Sanger,2008,27422447,25046,1095
Sanger,2007,25395889,24877,1021
Sanger,2006,23896849,23322,1025
Sanger,2005,18392330,22105,832
Sanger,2004,18981647,20520,925
Sanger,2003,17803183,19894,895
Santa Ana,2021,671108175,311340,2156
Santa Ana,2020,647579808,335052,1933
Santa Ana,2019,535376778,337716,1585
Santa Ana,2018,533674299,338247,1578
Santa Ana,2017,500970870,341341,1468
Santa Ana,2016,391809461,342930,1143
Santa Ana,2015,384696431,335264,1147
Santa Ana,2014,425034034,331953,1280
Santa Ana,2013,378418706,329915,1147
Santa Ana,2012,416583472,327731,1271
Santa Ana,2011,483803337,325228,1488
Santa Ana,2010,449972952,357754,1258
Santa Ana,2009,422931365,355662,1189
Santa Ana,2008,405605439,353184,1148
Santa Ana,2007,411044486,353428,1163
Santa Ana,2006,348178931,351322,991
Santa Ana,2005,328451641,351697,934
Santa Ana,2004,315894650,349123,905
Santa Ana,2003,321771154,347237,927
Santa Barbara,2021,393065967,88499,4441
Santa Barbara,2020,383402014,93511,4100
Santa Barbara,2019,380751252,93532,4071
Santa Barbara,2018,340272554,94807,3589
Santa Barbara,2017,310506863,93063,3337
Santa Barbara,2016,351074569,93190,3767
Santa Barbara,2015,265433216,91088,2914
Santa Barbara,2014,266918330,90385,2953
Santa Barbara,2013,281571993,89681,3140
Santa Barbara,2012,272265482,89082,3056
Santa Barbara,2011,266226758,89253,2983
Santa Barbara,2010,225770843,90893,2484
Santa Barbara,2009,228647171,90308,2532
Santa Barbara,2008,222614578,90305,2465
Santa Barbara,2007,211304820,89456,2362
Santa Barbara,2006,192697373,89548,2152
Santa Barbara,2005,177329226,90518,1959
Santa Barbara,2004,172975987,90473,1912
Santa Barbara,2003,157810994,90464,1744
Santa Clara,2021,980605006,129122,7594
Santa Clara,2020,980335096,129104,7593
Santa Clara,2019,948702103,128717,7370
Santa Clara,2018,884271632,129604,6823
Santa Clara,2017,715618497,123983,5772
Santa Clara,2016,653100735,123752,5277
Santa Clara,2015,626527177,120973,5179
Santa Clara,2014,602113895,121229,4967
Santa Clara,2013,552184769,120284,4591
Santa Clara,2012,511159911,118813,4302
Santa Clara,2011,506227793,118169,4284
Santa Clara,2010,529521581,118830,4456
Santa Clara,2009,567742635,117242,4842
Santa Clara,2008,542014864,115503,4693
Santa Clara,2007,448723628,114238,3928
Santa Clara,2006,468143810,110771,4226
Santa Clara,2005,441263449,109106,4044
Santa Clara,2004,536048355,107204,5000
Santa Clara,2003,476804144,105831,4505
Santa Clarita,2021,272259890,228084,1194
Santa Clarita,2020,234766017,221932,1058
Santa Clarita,2019,220624155,218103,1012
Santa Clarita,2018,211543097,216589,977
Santa Clarita,2017,153763238,216350,711
Santa Clarita,2016,191133984,219611,870
Santa Clarita,2015,200913485,213231,942
Santa Clarita,2014,180826605,209130,865
Santa Clarita,2013,162116366,203963,795
Santa Clarita,2012,174251943,177445,982
Santa Clarita,2011,165054822,176971,933
Santa Clarita,2010,151930860,177641,855
Santa Clarita,2009,173192194,177150,978
Santa Clarita,2008,154002103,177045,870
Santa Clarita,2007,158797083,177158,896
Santa Clarita,2006,153286201,167412,916
Santa Clarita,2005,141795210,167954,844
Santa Clarita,2004,118914199,164916,721
Santa Clarita,2003,116687547,162875,716
Santa Cruz,2021,236352036,57594,4104
Santa Cruz,2020,246037457,64424,3819
Santa Cruz,2019,236614466,65807,3596
Santa Cruz,2018,214447342,66454,3227
Santa Cruz,2017,196495542,65070,3020
Santa Cruz,2016,172615571,64632,2671
Santa Cruz,2015,183763825,63789,2881
Santa Cruz,2014,163217215,63440,2573
Santa Cruz,2013,151251101,62372,2425
Santa Cruz,2012,153459464,61955,2477
Santa Cruz,2011,158743984,60800,2611
Santa Cruz,2010,136109883,59684,2281
Santa Cruz,2009,149160537,58982,2529
Santa Cruz,2008,150819342,58125,2595
Santa Cruz,2007,145525779,57553,2529
Santa Cruz,2006,121877608,56925,2141
Santa Cruz,2005,118365456,56451,2097
Santa Cruz,2004,123886710,56289,2201
Santa Cruz,2003,124283397,55633,2234
Santa Fe Springs,2021,88256965,18568,4753
Santa Fe Springs,2020,82331468,18295,4500
Santa Fe Springs,2019,76169986,18261,4171
Santa Fe Springs,2018,76228594,18335,4158
Santa Fe Springs,2017,72605024,18291,3969
Santa Fe Springs,2016,56531463,18459,3063
Santa Fe Springs,2015,81524118,17627,4625
Santa Fe Springs,2014,136473723,17349,7866
Santa Fe Springs,2013,89753525,16816,5337
Santa Fe Springs,2012,63773189,16516,3861
Santa Fe Springs,2011,56255819,16450,3420
Santa Fe Springs,2010,54929323,17929,3064
Santa Fe Springs,2009,58917914,17784,3313
Santa Fe Springs,2008,63955824,17790,3595
Santa Fe Springs,2007,61997769,17849,3473
Santa Fe Springs,2006,56242532,17780,3163
Santa Fe Springs,2005,53709521,17867,3006
Santa Fe Springs,2004,44662243,17743,2517
Santa Fe Springs,2003,44896187,17107,2624
Santa Maria,2021,217146769,110969,1957
Santa Maria,2020,207853902,107407,1935
Santa Maria,2019,182852319,107356,1703
Santa Maria,2018,181517140,108470,1673
Santa Maria,2017,174637801,106280,1643
Santa Maria,2016,136594850,104404,1308
Santa Maria,2015,147010529,102087,1440
Santa Maria,2014,150214564,101103,1486
Santa Maria,2013,138251019,100306,1378
Santa Maria,2012,176739611,100199,1764
Santa Maria,2011,136201299,100062,1361
Santa Maria,2010,137528252,93225,1475
Santa Maria,2009,155972530,92542,1685
Santa Maria,2008,143251028,91110,1572
Santa Maria,2007,147819153,90333,1636
Santa Maria,2006,111077342,90204,1231
Santa Maria,2005,106638974,88793,1201
Santa Maria,2004,96668650,85325,1133
Santa Maria,2003,83464507,82148,1016
Santa Monica,2021,789147889,93242,8463
Santa Monica,2020,843398676,92357,9132
Santa Monica,2019,757031882,93593,8089
Santa Monica,2018,712887047,92416,7714
Santa Monica,2017,645447109,93834,6879
Santa Monica,2016,621873648,93640,6641
Santa Monica,2015,563044082,93283,6036
Santa Monica,2014,545101871,92185,5913
Santa Monica,2013,570569082,91040,6267
Santa Monica,2012,486877717,90223,5396
Santa Monica,2011,459010899,90174,5090
Santa Monica,2010,467629627,92703,5044
Santa Monica,2009,441099287,92494,4769
Santa Monica,2008,463904929,91439,5073
Santa Monica,2007,393198497,91124,4315
Santa Monica,2006,382284508,90750,4213
Santa Monica,2005,370256758,91495,4047
Santa Monica,2004,341461454,90321,3781
Santa Monica,2003,332694575,89333,3724
Santa Paula,2021,35876738,30629,1171
Santa Paula,2020,23351395,30389,768
Santa Paula,2019,20543016,30779,667
Santa Paula,2018,25781574,31138,828
Santa Paula,2017,21417170,30654,699
Santa Paula,2016,18979760,30752,617
Santa Paula,2015,24177831,30556,791
Santa Paula,2014,32784980,30448,1077
Santa Paula,2013,32211769,29953,1075
Santa Paula,2012,33371328,29882,1117
Santa Paula,2011,34612663,29531,1172
Santa Paula,2010,26484286,30048,881
Santa Paula,2009,28427393,29725,956
Santa Paula,2008,37276273,29539,1262
Santa Paula,2007,30607144,29182,1049
Santa Paula,2006,21846649,29133,750
Santa Paula,2005,22286169,29281,761
Santa Paula,2004,21506880,29121,739
Santa Paula,2003,20195091,28962,697
Santa Rosa,2021,447088178,177396,2520
Santa Rosa,2020,457011435,173628,2632
Santa Rosa,2019,415734586,175625,2367
Santa Rosa,2018,399261838,178488,2237
Santa Rosa,2017,381362601,176799,2157
Santa Rosa,2016,366380534,175667,2086
Santa Rosa,2015,303384442,173071,1753
Santa Rosa,2014,342701911,170236,2013
Santa Rosa,2013,297270986,170093,1748
Santa Rosa,2012,301469784,168841,1786
Santa Rosa,2011,285580424,168856,1691
Santa Rosa,2010,305320152,163436,1868
Santa Rosa,2009,308109662,161496,1908
Santa Rosa,2008,316481037,159981,1978
Santa Rosa,2007,295379944,157985,1870
Santa Rosa,2006,265514120,157145,1690
Santa Rosa,2005,256385932,156268,1641
Santa Rosa,2004,245535873,154379,1590
Santa Rosa,2003,302474563,154453,1958
Santee,2021,60341640,59146,1020
Santee,2020,61570943,57999,1062
Santee,2019,59548424,58408,1020
Santee,2018,50173005,56994,880
Santee,2017,56172615,57100,984
Santee,2016,55492155,56757,978
Santee,2015,51881873,55805,930
Santee,2014,46539676,55806,834
Santee,2013,42494139,55033,772
Santee,2012,37371266,54643,684
Santee,2011,39182792,54183,723
Santee,2010,49646386,58044,855
Santee,2009,45298489,56848,797
Santee,2008,42806988,56068,763
Santee,2007,54971088,55158,997
Santee,2006,42148788,54709,770
Santee,2005,35698968,54476,655
Santee,2004,37030747,54022,685
Santee,2003,31428840,53609,586
Saratoga,2021,33067343,30772,1075
Saratoga,2020,32875863,31030,1059
Saratoga,2019,32362769,31407,1030
Saratoga,2018,28183569,31435,897
Saratoga,2017,26352332,30569,862
Saratoga,2016,22316376,30219,738
Saratoga,2015,24422600,30799,793
Saratoga,2014,20532017,30887,665
Saratoga,2013,20839759,30706,679
Saratoga,2012,21243380,30363,700
Saratoga,2011,20941937,30195,694
Saratoga,2010,19113753,31997,597
Saratoga,2009,21185428,31679,669
Saratoga,2008,19874827,31592,629
Saratoga,2007,19938285,31401,635
Saratoga,2006,17296230,30835,561
Saratoga,2005,16230776,30850,526
Saratoga,2004,17473981,30311,576
Saratoga,2003,30192665,30482,991
Sausalito,2021,30584650,7159,4272
Sausalito,2020,25465251,7252,3511
Sausalito,2019,23958288,7416,3231
Sausalito,2018,22192921,7226,3071
Sausalito,2017,23294755,7327,3179
Sausalito,2016,23334736,7217,3233
Sausalito,2015,18603531,7300,2548
Sausalito,2014,19604822,7175,2732
Sausalito,2013,19641739,7116,2760
Sausalito,2012,29499156,7138,4133
Sausalito,2011,22740775,7116,3196
Sausalito,2010,24463577,7596,3221
Sausalito,2009,21207458,7532,2816
Sausalito,2008,15798319,7503,2106
