Entity Name,Fiscal Year,Total Expenditures,Estimated Population,Expenditures Per Capita
Costa Mesa,2006,109807283,113134,971
Costa Mesa,2005,101658122,113440,896
Costa Mesa,2004,99698741,113011,882
Costa Mesa,2003,98466715,111512,883
Cotati,2021,16288490,7512,2168
Cotati,2020,16256995,7533,2158
Cotati,2019,14187111,7919,1792
Cotati,2018,11527851,7716,1494
Cotati,2017,11850992,7272,1630
Cotati,2016,12773493,7153,1786
Cotati,2015,10088892,7346,1373
Cotati,2014,10243172,7288,1405
Cotati,2013,7860796,7310,1075
Cotati,2012,8123827,7276,1117
Cotati,2011,8805468,7308,1205
Cotati,2010,8693156,7476,1163
Cotati,2009,8862476,7409,1196
Cotati,2008,10065905,7532,1336
Cotati,2007,9723034,7535,1290
Cotati,2006,8808444,7381,1193
Cotati,2005,9659118,7337,1316
Cotati,2004,7613078,7020,1084
Cotati,2003,7249618,6875,1054
Covina,2021,75513572,50933,1483
Covina,2020,71427352,48846,1462
Covina,2019,74774247,48876,1530
Covina,2018,65880942,49006,1344
Covina,2017,50812827,49011,1037
Covina,2016,52445857,49291,1064
Covina,2015,55460253,48876,1135
Covina,2014,53535360,48619,1101
Covina,2013,60580100,48357,1253
Covina,2012,48015740,48038,1000
Covina,2011,44940940,47931,938
Covina,2010,52828017,49622,1065
Covina,2009,45911395,49541,927
Covina,2008,42974168,49552,867
Covina,2007,43240945,49720,870
Covina,2006,39589751,49378,802
Covina,2005,44090518,49565,890
Covina,2004,36948750,49123,752
Covina,2003,32770094,48721,673
Crescent City,2021,23627400,6320,3739
Crescent City,2020,20390420,6673,3056
Crescent City,2019,17669257,6828,2588
Crescent City,2018,18125005,6590,2750
Crescent City,2017,17620001,6389,2758
Crescent City,2016,15985618,6592,2425
Crescent City,2015,14193075,6889,2060
Crescent City,2014,16205999,6935,2337
Crescent City,2013,15271535,7243,2108
Crescent City,2012,13639434,7429,1836
Crescent City,2011,19256337,7512,2563
Crescent City,2010,24361087,7609,3202
Crescent City,2009,23633952,7680,3077
Crescent City,2008,33469041,7683,4356
Crescent City,2007,10640711,7762,1371
Crescent City,2006,10903360,7708,1415
Crescent City,2005,12631287,7666,1648
Crescent City,2004,12513485,7542,1659
Crescent City,2003,11079885,7334,1511
Cudahy,2021,12594496,22526,559
Cudahy,2020,12533835,24172,519
Cudahy,2019,10990365,24264,453
Cudahy,2018,11414610,24343,469
Cudahy,2017,10777487,24411,442
Cudahy,2016,11676887,24602,475
Cudahy,2015,11432841,24270,471
Cudahy,2014,9179691,24142,380
Cudahy,2013,9571411,24013,399
Cudahy,2012,8950835,23893,375
Cudahy,2011,9268836,23874,388
Cudahy,2010,9148811,26029,351
Cudahy,2009,8741272,25880,338
Cudahy,2008,8019882,25879,310
Cudahy,2007,6027734,25870,233
Cudahy,2006,6795156,25655,265
Cudahy,2005,7538155,25846,292
Cudahy,2004,7938222,25660,309
Cudahy,2003,6682729,25455,263
Culver City,2021,224256335,40330,5561
Culver City,2020,212892152,39705,5362
Culver City,2019,214562562,40173,5341
Culver City,2018,216040924,39860,5420
Culver City,2017,188301577,40103,4695
Culver City,2016,158193570,40448,3911
Culver City,2015,146789919,39773,3691
Culver City,2014,143297047,39579,3621
Culver City,2013,168754695,39210,4304
Culver City,2012,155607510,39004,3990
Culver City,2011,131163371,38973,3365
Culver City,2010,126454158,40722,3105
Culver City,2009,126267452,40657,3106
Culver City,2008,130174719,40694,3199
Culver City,2007,113319461,40792,2778
Culver City,2006,115549187,40669,2841
Culver City,2005,104568049,40870,2559
Culver City,2004,95995987,40571,2366
Culver City,2003,96416611,40256,2395
Cupertino,2021,104779869,59884,1750
Cupertino,2020,100512698,59549,1688
Cupertino,2019,93732930,59879,1565
Cupertino,2018,106185455,60091,1767
Cupertino,2017,97406370,58917,1653
Cupertino,2016,83977451,58185,1443
Cupertino,2015,76711892,59756,1284
Cupertino,2014,65194192,59946,1088
Cupertino,2013,52601348,59620,882
Cupertino,2012,93311891,59022,1581
Cupertino,2011,50191660,58747,854
Cupertino,2010,49376857,56431,875
Cupertino,2009,67423930,55840,1207
Cupertino,2008,50312587,55551,906
Cupertino,2007,45247448,55162,820
Cupertino,2006,43769902,53840,813
Cupertino,2005,47933553,53452,897
Cupertino,2004,55870376,52628,1062
Cupertino,2003,47385187,52167,908
Cypress,2021,74099144,50029,1481
Cypress,2020,62732434,49272,1273
Cypress,2019,57946729,49833,1163
Cypress,2018,59425837,49978,1189
Cypress,2017,56489299,49655,1138
Cypress,2016,33585151,49743,675
Cypress,2015,34027550,49184,692
Cypress,2014,35186362,48886,720
Cypress,2013,31395269,48547,647
Cypress,2012,35613417,48273,738
Cypress,2011,32472675,47907,678
Cypress,2010,34929854,49981,699
Cypress,2009,34656224,49647,698
Cypress,2008,33764461,49541,682
Cypress,2007,33569473,49284,681
Cypress,2006,27956120,48854,572
Cypress,2005,27523110,48863,563
Cypress,2004,26262580,48450,542
Cypress,2003,24298821,47644,510
Daly City,2021,176516251,103930,1698
Daly City,2020,168589622,109142,1545
Daly City,2019,154884501,109122,1419
Daly City,2018,151001426,107864,1400
Daly City,2017,128977766,109287,1180
Daly City,2016,105070553,109139,963
Daly City,2015,97876554,105810,925
Daly City,2014,93119812,105076,886
Daly City,2013,99500183,103347,963
Daly City,2012,94985306,102593,926
Daly City,2011,92544870,101920,908
Daly City,2010,93105328,108383,859
Daly City,2009,95356660,107099,890
Daly City,2008,91008480,106361,856
Daly City,2007,93297608,106160,879
Daly City,2006,95179150,104820,908
Daly City,2005,92541108,104661,884
Daly City,2004,98027901,103269,949
Daly City,2003,96536894,104305,926
Dana Point,2021,40737315,33053,1232
Dana Point,2020,42990538,33146,1297
Dana Point,2019,43217728,34249,1262
Dana Point,2018,40317688,34071,1183
Dana Point,2017,40601211,33699,1205
Dana Point,2016,41740547,33415,1249
Dana Point,2015,39661434,34208,1159
Dana Point,2014,36378994,34037,1069
Dana Point,2013,32682377,33863,965
Dana Point,2012,31541022,33667,937
Dana Point,2011,30832411,33429,922
Dana Point,2010,33643501,37326,901
Dana Point,2009,41597174,37082,1122
Dana Point,2008,29936295,36982,809
Dana Point,2007,36427938,36946,986
Dana Point,2006,37026249,36669,1010
Dana Point,2005,29182564,36765,794
Dana Point,2004,30575432,36532,837
Dana Point,2003,25489284,36247,703
Danville,2021,35360477,43373,815
Danville,2020,46541629,43876,1061
Danville,2019,43291895,45270,956
Danville,2018,45845176,44396,1033
Danville,2017,35083285,43355,809
Danville,2016,37404303,42865,873
Danville,2015,42801276,43691,980
Danville,2014,29353088,43146,680
Danville,2013,32995231,42720,772
Danville,2012,32668613,42450,770
Danville,2011,35470553,42215,840
Danville,2010,28297115,43574,649
Danville,2009,29737367,43043,691
Danville,2008,30264999,42629,710
Danville,2007,29523955,42601,693
Danville,2006,28323817,43052,658
Danville,2005,23560404,43273,544
Danville,2004,22535837,43243,521
Danville,2003,24981875,43215,578
Davis,2021,160692423,66687,2410
Davis,2020,167089607,69183,2415
Davis,2019,180792587,69761,2592
Davis,2018,156719236,68704,2281
Davis,2017,147060849,68740,2139
Davis,2016,123946581,68314,1814
Davis,2015,152249433,66757,2281
Davis,2014,144272487,66656,2164
Davis,2013,118748764,66471,1786
Davis,2012,107519107,65052,1653
Davis,2011,104644291,65915,1588
Davis,2010,96684780,66570,1452
Davis,2009,122385219,66005,1854
Davis,2008,109127128,65814,1658
Davis,2007,104694137,64938,1612
Davis,2006,88842036,64585,1376
Davis,2005,82166879,64401,1276
Davis,2004,76059742,64472,1180
Davis,2003,71571771,64259,1114
Del Mar,2021,24690245,3957,6240
Del Mar,2020,31364748,4268,7349
Del Mar,2019,32161024,4451,7226
Del Mar,2018,34387919,4322,7956
Del Mar,2017,33349720,4297,7761
Del Mar,2016,26700433,4274,6247
Del Mar,2015,22167936,4238,5231
Del Mar,2014,23057345,4234,5446
Del Mar,2013,27648938,4199,6585
Del Mar,2012,26644808,4194,6353
Del Mar,2011,23231001,4187,5548
Del Mar,2010,16205205,4660,3478
Del Mar,2009,18962130,4591,4130
Del Mar,2008,19617015,4580,4283
Del Mar,2007,17269386,4548,3797
Del Mar,2006,15924601,4524,3520
Del Mar,2005,15855903,4543,3490
Del Mar,2004,15080703,4555,3311
Del Mar,2003,14205935,4503,3155
Del Rey Oaks,2021,4098798,1558,2631
Del Rey Oaks,2020,4720152,1662,2840
Del Rey Oaks,2019,4437129,1734,2559
Del Rey Oaks,2018,3021228,1692,1786
Del Rey Oaks,2017,2905213,1681,1728
Del Rey Oaks,2016,2486427,1666,1492
Del Rey Oaks,2015,2487134,1660,1498
Del Rey Oaks,2014,2670325,1665,1604
Del Rey Oaks,2013,2131204,1648,1293
Del Rey Oaks,2012,2018648,1642,1229
Del Rey Oaks,2011,2166391,1632,1327
Del Rey Oaks,2010,1868960,1649,1133
Del Rey Oaks,2009,1793455,1632,1099
Del Rey Oaks,2008,1901184,1627,1169
Del Rey Oaks,2007,1812361,1626,1115
Del Rey Oaks,2006,1713501,1622,1056
Del Rey Oaks,2005,1332063,1642,811
Del Rey Oaks,2004,1156707,1654,699
Del Rey Oaks,2003,1540748,1650,934
Delano,2021,66342548,50045,1326
Delano,2020,69461071,53032,1310
Delano,2019,73316402,53936,1359
Delano,2018,69248997,53276,1300
Delano,2017,64108627,53152,1206
Delano,2016,55089349,52999,1039
Delano,2015,50945565,52222,976
Delano,2014,49071687,52591,933
Delano,2013,37688524,51963,725
Delano,2012,36352564,52005,699
Delano,2011,40093442,53155,754
Delano,2010,45188359,54447,830
Delano,2009,55542714,53972,1029
Delano,2008,43443484,53855,807
Delano,2007,31207920,53037,588
Delano,2006,30095737,49359,610
Delano,2005,26592103,45056,590
Delano,2004,25610572,43181,593
Delano,2003,26121392,42007,622
Desert Hot Springs,2021,29385306,32546,903
Desert Hot Springs,2020,41630588,29660,1404
Desert Hot Springs,2019,27815556,29251,951
Desert Hot Springs,2018,26106809,29742,878
Desert Hot Springs,2017,32871939,29111,1129
Desert Hot Springs,2016,17165032,29048,591
Desert Hot Springs,2015,15135663,28134,538
Desert Hot Springs,2014,20690197,28001,739
Desert Hot Springs,2013,24608208,27828,884
Desert Hot Springs,2012,26676379,27638,965
Desert Hot Springs,2011,19777805,27383,722
Desert Hot Springs,2010,20185958,26811,753
Desert Hot Springs,2009,19288521,26552,726
Desert Hot Springs,2008,17692235,26068,679
Desert Hot Springs,2007,23324933,23544,991
Desert Hot Springs,2006,22227410,22011,1010
Desert Hot Springs,2005,19709603,19386,1017
Desert Hot Springs,2004,10408960,17690,588
Desert Hot Springs,2003,8831093,17181,514
Diamond Bar,2021,27915990,54782,510
Diamond Bar,2020,32088735,57177,561
Diamond Bar,2019,34211337,57495,595
Diamond Bar,2018,32830571,57460,571
Diamond Bar,2017,31483216,57066,552
Diamond Bar,2016,30026214,57081,526
Diamond Bar,2015,29281053,56668,517
Diamond Bar,2014,26964854,56400,478
Diamond Bar,2013,25207941,56099,449
Diamond Bar,2012,47829468,55819,857
Diamond Bar,2011,33039521,55766,592
Diamond Bar,2010,25828993,61019,423
Diamond Bar,2009,28119655,60407,466
Diamond Bar,2008,25329440,60360,420
Diamond Bar,2007,27339298,60207,454
Diamond Bar,2006,25845268,59722,433
Diamond Bar,2005,18763938,59953,313
Diamond Bar,2004,24826786,59487,417
Diamond Bar,2003,22491404,58963,381
Dinuba,2021,50486239,24872,2030
Dinuba,2020,49072669,25994,1888
Dinuba,2019,45284944,25328,1788
Dinuba,2018,44545311,24873,1791
Dinuba,2017,54616823,24861,2197
Dinuba,2016,46931189,24657,1903
Dinuba,2015,45935388,23966,1917
Dinuba,2014,44950090,23666,1899
Dinuba,2013,45736286,23082,1981
Dinuba,2012,35651676,22614,1577
Dinuba,2011,39567203,21950,1803
Dinuba,2010,31636685,21542,1469
Dinuba,2009,35562056,21237,1675
Dinuba,2008,70889367,21087,3362
Dinuba,2007,39585828,20002,1979
Dinuba,2006,21830742,19578,1115
Dinuba,2005,19160123,19297,993
Dinuba,2004,23891536,18601,1284
Dinuba,2003,21615602,18369,1177
Dixon,2021,53333085,19094,2793
Dixon,2020,40882168,19972,2047
Dixon,2019,34964501,19794,1766
Dixon,2018,33682307,19896,1693
Dixon,2017,30602557,19298,1586
Dixon,2016,39302861,19018,2067
Dixon,2015,24105058,19158,1258
Dixon,2014,22346705,19005,1176
Dixon,2013,21449792,18449,1163
Dixon,2012,18522439,18282,1013
Dixon,2011,17909762,18435,972
Dixon,2010,18333939,17605,1041
Dixon,2009,20466444,17573,1165
Dixon,2008,23672856,17577,1347
Dixon,2007,21833882,17644,1237
Dixon,2006,26240598,17574,1493
Dixon,2005,23211478,17179,1351
Dixon,2004,23705801,16325,1452
Dixon,2003,17514615,16173,1083
Dorris,2021,1031773,859,1201
Dorris,2020,1412032,996,1418
Dorris,2019,1385723,903,1535
Dorris,2018,1221772,966,1265
Dorris,2017,1158917,966,1200
Dorris,2016,2028601,981,2068
Dorris,2015,986914,939,1051
Dorris,2014,1124046,938,1198
Dorris,2013,962867,929,1036
Dorris,2012,904622,928,975
Dorris,2011,1643149,941,1746
Dorris,2010,1330455,858,1551
Dorris,2009,1054302,863,1222
Dorris,2008,1842792,864,2133
Dorris,2007,1971867,873,2259
Dorris,2006,1845756,888,2079
Dos Palos,2021,6097074,5835,1045
Dos Palos,2020,4853349,5546,875
Dos Palos,2019,4212849,5541,760
Dos Palos,2018,3862195,5679,680
Dos Palos,2017,3902602,5391,724
Dos Palos,2016,3821039,5378,710
Dos Palos,2015,3675269,5023,732
Dos Palos,2014,3707252,5050,734
Dos Palos,2013,3587957,5036,712
Dos Palos,2012,5001947,4975,1005
Dos Palos,2011,4559040,4973,917
Dos Palos,2010,4726204,5041,938
Dos Palos,2009,3989491,5010,796
Dos Palos,2008,4180418,5024,832
Dos Palos,2007,3910612,4899,798
Dos Palos,2006,3283146,4955,663
Dos Palos,2005,3088960,4854,636
Dos Palos,2004,2836080,4794,592
Dos Palos,2003,2407271,4785,503
Downey,2021,168544862,113525,1485
Downey,2020,200890232,113529,1770
Downey,2019,173675479,114212,1521
Downey,2018,140103256,114146,1227
Downey,2017,127380392,113832,1119
Downey,2016,121978398,114181,1068
Downey,2015,114241458,113900,1003
Downey,2014,108415942,113363,956
Downey,2013,90618523,112761,804
Downey,2012,99531206,112201,887
Downey,2011,104186876,112103,929
Downey,2010,101189424,113715,890
Downey,2009,97997235,113469,864
Downey,2008,107430165,113379,948
Downey,2007,91388699,113587,805
Downey,2006,77507605,113063,686
Downey,2005,86060523,113607,758
Downey,2004,107665980,112817,954
Downey,2003,80104256,111687,717
Duarte,2021,23311748,21473,1086
Duarte,2020,22801328,21673,1052
Duarte,2019,21908134,21952,998
Duarte,2018,19631891,22013,892
Duarte,2017,20358792,22033,924
Duarte,2016,18296555,22177,825
Duarte,2015,16397478,21839,751
Duarte,2014,16216138,21668,748
Duarte,2013,26925283,21554,1249
Duarte,2012,14813156,21411,692
Duarte,2011,18339947,21380,858
Duarte,2010,14713065,23124,636
Duarte,2009,14506238,23090,628
Duarte,2008,18976592,22953,827
Duarte,2007,15372111,23121,665
Duarte,2006,13972998,23000,608
Duarte,2005,13086147,22834,573
Duarte,2004,11733961,22577,520
Duarte,2003,11515543,22377,515
Dublin,2021,110618022,73209,1511
Dublin,2020,113582211,65716,1728
Dublin,2019,115114652,64577,1783
Dublin,2018,111981045,63241,1771
Dublin,2017,122355401,59686,2050
Dublin,2016,109530758,57349,1910
Dublin,2015,72991112,55844,1307
Dublin,2014,86825172,53462,1624
Dublin,2013,75214135,49890,1508
Dublin,2012,66913984,46785,1430
Dublin,2011,70751789,46743,1514
Dublin,2010,74685678,48821,1530
Dublin,2009,76998914,47922,1607
Dublin,2008,69682042,46934,1485
Dublin,2007,63973040,43630,1466
Dublin,2006,64126691,41907,1530
Dublin,2005,56683202,39931,1420
Dublin,2004,55964666,38330,1460
Dublin,2003,65294200,35545,1837
Dunsmuir,2021,4235649,1705,2484
Dunsmuir,2020,4034962,1634,2469
Dunsmuir,2019,3888688,1581,2460
Dunsmuir,2018,4131362,1680,2459
Dunsmuir,2017,4364919,1612,2708
Dunsmuir,2016,5235773,1618,3236
Dunsmuir,2015,3382401,1647,2054
Dunsmuir,2014,8017724,1645,4874
Dunsmuir,2013,4412290,1630,2707
Dunsmuir,2012,3205756,1627,1970
Dunsmuir,2011,3784688,1653,2290
Dunsmuir,2010,3057178,1814,1685
Dunsmuir,2009,4363694,1825,2391
Dunsmuir,2008,5381322,1831,2939
Dunsmuir,2007,6271588,1851,3388
Dunsmuir,2006,4186880,1888,2218
Dunsmuir,2005,4319587,1897,2277
Dunsmuir,2004,2831154,1882,1504
Dunsmuir,2003,2780828,1884,1476
East Palo Alto,2021,40942106,29423,1392
East Palo Alto,2020,31560477,30794,1025
East Palo Alto,2019,35703482,30499,1171
East Palo Alto,2018,33321414,30917,1078
East Palo Alto,2017,27572818,30340,909
East Palo Alto,2016,25930937,30545,849
East Palo Alto,2015,29252320,29137,1004
East Palo Alto,2014,25923217,28934,896
East Palo Alto,2013,25116013,28675,876
East Palo Alto,2012,25097079,28467,882
East Palo Alto,2011,27522749,28366,970
East Palo Alto,2010,24908058,33524,743
East Palo Alto,2009,22383431,33174,675
East Palo Alto,2008,20029090,32897,609
East Palo Alto,2007,19002048,32630,582
East Palo Alto,2006,18173574,32083,566
East Palo Alto,2005,19393790,32202,602
East Palo Alto,2004,21122715,31517,670
East Palo Alto,2003,21110951,30866,684
Eastvale,2021,36735365,70444,521
Eastvale,2020,36084484,66413,543
Eastvale,2019,42286324,66078,640
Eastvale,2018,25200832,64855,389
Eastvale,2017,22579538,64613,349
Eastvale,2016,20510129,63162,325
Eastvale,2015,16839772,60633,278
Eastvale,2014,16473700,59185,278
Eastvale,2013,12232061,57251,214
Eastvale,2012,10534442,55602,189
Eastvale,2011,6807580,54303,125
El Cajon,2021,260754946,106447,2450
El Cajon,2020,127850526,104393,1225
El Cajon,2019,122186196,105559,1158
El Cajon,2018,113809122,105557,1078
El Cajon,2017,102921258,102803,1001
El Cajon,2016,98030188,102337,958
El Cajon,2015,96643281,101444,953
El Cajon,2014,96299952,101256,951
El Cajon,2013,91568606,100460,911
El Cajon,2012,86727205,100562,862
El Cajon,2011,105076269,100116,1050
El Cajon,2010,102707865,99637,1031
El Cajon,2009,83540109,98133,851
El Cajon,2008,91571933,97934,935
El Cajon,2007,88387725,97255,909
El Cajon,2006,78640261,96867,812
El Cajon,2005,78365384,97703,802
El Cajon,2004,68867880,97643,705
El Cajon,2003,65600280,96664,679
El Centro,2021,261825199,44871,5835
El Centro,2020,246425657,45657,5397
El Centro,2019,252123062,46248,5452
El Centro,2018,221875044,46315,4791
El Centro,2017,201418617,45628,4414
El Centro,2016,199585589,45170,4419
El Centro,2015,202222159,44847,4509
El Centro,2014,180960544,44311,4084
El Centro,2013,188171081,44327,4245
El Centro,2012,179280542,43396,4131
El Centro,2011,176136243,43145,4082
El Centro,2010,170755668,45365,3764
El Centro,2009,168372893,44259,3804
El Centro,2008,148471070,43316,3428
El Centro,2007,128375957,42071,3051
El Centro,2006,120955416,42002,2880
El Centro,2005,120926907,41030,2947
El Centro,2004,112385754,40509,2774
El Centro,2003,102318288,38881,2632
El Cerrito,2021,46310721,25671,1804
El Cerrito,2020,49130020,24953,1969
El Cerrito,2019,52404423,25459,2058
El Cerrito,2018,46309201,24939,1857
El Cerrito,2017,41733153,24600,1696
El Cerrito,2016,39710696,24378,1629
El Cerrito,2015,39892876,24288,1642
El Cerrito,2014,39806705,24087,1653
El Cerrito,2013,44260139,23910,1851
El Cerrito,2012,42363500,23774,1782
El Cerrito,2011,41350081,23648,1749
El Cerrito,2010,39391273,23666,1664
El Cerrito,2009,36332403,23440,1550
El Cerrito,2008,39695839,23320,1702
El Cerrito,2007,32290397,23194,1392
El Cerrito,2006,28421377,23471,1211
El Cerrito,2005,25498961,23407,1089
El Cerrito,2004,28174664,23398,1204
El Cerrito,2003,26518071,23531,1127
El Monte,2021,139168643,108728,1280
El Monte,2020,136760829,116675,1172
El Monte,2019,115121710,117204,982
El Monte,2018,118098075,117204,1008
El Monte,2017,113000316,114268,989
El Monte,2016,94732365,113885,832
El Monte,2015,86956289,115774,751
El Monte,2014,94015315,115064,817
El Monte,2013,84193832,114436,736
El Monte,2012,84202483,113912,739
El Monte,2011,84263542,113785,741
El Monte,2010,82121658,126464,649
El Monte,2009,81999909,126308,649
El Monte,2008,94210556,126053,747
El Monte,2007,84778067,126282,671
El Monte,2006,83441404,125352,666
El Monte,2005,82052568,125832,652
El Monte,2004,80319041,123455,651
El Monte,2003,79462592,121922,652
El Paso De Robles,2021,87636061,31659,2768
El Paso De Robles,2020,74811705,31221,2396
El Paso De Robles,2019,92865669,31244,2972
El Paso De Robles,2018,68803955,31559,2180
El Paso De Robles,2017,67757523,31745,2134
El Paso De Robles,2016,70398340,31398,2242
El Paso De Robles,2015,83893921,30522,2749
El Paso De Robles,2014,84125138,30469,2761
El Paso De Robles,2013,59565657,30504,1953
El Paso De Robles,2012,57280528,30225,1895
El Paso De Robles,2011,52619869,30022,1753
El Paso De Robles,2010,52003348,30072,1729
El Paso De Robles,2009,60772476,29949,2029
El Paso De Robles,2008,50534582,29934,1688
El Paso De Robles,2007,51060008,29514,1730
El Paso De Robles,2006,57202980,28969,1975
El Paso De Robles,2005,45448452,27964,1625
El Paso De Robles,2004,40227555,27216,1478
El Paso De Robles,2003,47230855,26856,1759
El Segundo,2021,239606887,17244,13895
El Segundo,2020,119962721,16777,7150
El Segundo,2019,116687764,17066,6837
El Segundo,2018,114622927,16784,6829
El Segundo,2017,109500343,16717,6550
El Segundo,2016,98340088,16646,5908
El Segundo,2015,103374550,17000,6081
El Segundo,2014,94714233,16897,5605
El Segundo,2013,92818490,16804,5524
El Segundo,2012,89473879,16720,5351
El Segundo,2011,81000052,16708,4848
El Segundo,2010,94079424,17049,5518
El Segundo,2009,95633055,16999,5626
El Segundo,2008,92003764,17002,5411
El Segundo,2007,102639483,17076,6011
El Segundo,2006,86834799,16965,5118
El Segundo,2005,61187188,17024,3594
El Segundo,2004,67992023,16861,4033
El Segundo,2003,67584586,16697,4048
Elk Grove,2021,196259483,176769,1110
Elk Grove,2020,171221519,176154,972
Elk Grove,2019,210825072,174025,1211
Elk Grove,2018,188574417,172116,1096
Elk Grove,2017,169504987,171059,991
Elk Grove,2016,136619762,167965,813
Elk Grove,2015,131158196,162899,805
Elk Grove,2014,123511587,160688,769
Elk Grove,2013,105603783,159074,664
Elk Grove,2012,125203723,155937,803
Elk Grove,2011,112521717,154594,728
Elk Grove,2010,110423928,143885,767
Elk Grove,2009,153714549,141430,1087
Elk Grove,2008,245364968,139542,1758
Elk Grove,2007,190597702,136318,1398
Elk Grove,2006,177663894,130874,1358
Elk Grove,2005,121288233,121609,997
Elk Grove,2004,65424812,109116,600
Elk Grove,2003,59572811,85786,694
Emeryville,2021,86481735,12617,6854
Emeryville,2020,81274563,12298,6609
Emeryville,2019,72943846,11885,6137
Emeryville,2018,78259389,11994,6525
Emeryville,2017,66268459,11854,5590
Emeryville,2016,68450983,11721,5840
Emeryville,2015,45179692,10570,4274
Emeryville,2014,39975581,10491,3810
Emeryville,2013,40803900,10269,3974
Emeryville,2012,38096097,10200,3735
Emeryville,2011,38315872,10125,3784
Emeryville,2010,41425042,10227,4051
Emeryville,2009,40619994,10087,4027
Emeryville,2008,48873370,9727,5025
Emeryville,2007,47535465,9163,5188
Emeryville,2006,33926820,8537,3974
Emeryville,2005,34626365,8261,4192
Emeryville,2004,30409901,7666,3967
Emeryville,2003,28657675,7538,3802
Encinitas,2021,131573597,61724,2132
Encinitas,2020,124621766,62183,2004
Encinitas,2019,112219455,63390,1770
Encinitas,2018,107433254,63158,1701
Encinitas,2017,87397087,62288,1403
Encinitas,2016,79434406,61928,1283
Encinitas,2015,83753691,61518,1361
Encinitas,2014,86150167,61204,1408
Encinitas,2013,78922803,60482,1305
Encinitas,2012,79927305,60346,1324
Encinitas,2011,91389916,59910,1525
Encinitas,2010,70704777,65171,1085
Encinitas,2009,72337202,64145,1128
Encinitas,2008,82424843,63864,1291
Encinitas,2007,79389745,63259,1255
Encinitas,2006,65760313,62815,1047
Encinitas,2005,56013727,62774,892
Encinitas,2004,54682396,62586,874
Encinitas,2003,54562668,61153,892
Escalon,2021,11783178,7439,1584
Escalon,2020,9424764,7478,1260
Escalon,2019,9212011,7765,1186
Escalon,2018,8094020,7558,1071
Escalon,2017,7484300,7205,1039
Escalon,2016,7981682,7065,1130
Escalon,2015,8095790,7413,1092
Escalon,2014,7882099,7323,1076
Escalon,2013,7684872,7208,1066
Escalon,2012,8183362,7206,1136
Escalon,2011,6964816,7166,972
Escalon,2010,9176567,7185,1277
Escalon,2009,9974907,7163,1393
Escalon,2008,12692605,7131,1780
Escalon,2007,7329251,7091,1034
Escalon,2006,6279469,7044,891
Escalon,2005,5938906,6912,859
Escalon,2004,8269004,6706,1233
Escalon,2003,6424246,6640,968
Escondido,2021,270197405,151389,1785
Escondido,2020,266300172,153008,1740
Escondido,2019,255574624,152739,1673
Escondido,2018,256286328,151478,1692
Escondido,2017,236368843,151492,1560
Escondido,2016,212564957,150760,1410
Escondido,2015,208931198,147294,1418
Escondido,2014,192937892,147102,1312
Escondido,2013,190086263,145908,1303
Escondido,2012,172269809,146064,1179
Escondido,2011,186308102,145196,1283
Escondido,2010,195437185,147514,1325
Escondido,2009,216618098,144831,1496
Escondido,2008,235587387,143389,1643
Escondido,2007,193973368,141788,1368
Escondido,2006,171510675,140766,1218
Escondido,2005,154503093,141350,1093
Escondido,2004,138161462,140505,983
Escondido,2003,142479005,138015,1032
Etna,2021,2320538,684,3393
Etna,2020,2253121,745,3024
Etna,2019,1518350,720,2109
Etna,2018,1517728,744,2040
Etna,2017,1733242,733,2365
Etna,2016,1197883,736,1628
Etna,2015,1071488,741,1446
Etna,2014,1435029,738,1944
Etna,2013,1041825,731,1425
Etna,2012,1150514,730,1576
Etna,2011,1522444,739,2060
Etna,2010,942117,747,1261
Etna,2009,2026220,752,2694
Etna,2008,2057853,751,2740
Etna,2007,1875031,759,2470
Etna,2006,1235518,776,1592
Etna,2005,1113440,776,1435
Etna,2004,1565581,769,2036
Etna,2003,2920586,769,3798
Eureka,2021,78878065,27134,2907
Eureka,2020,66756281,26699,2500
Eureka,2019,64558733,26977,2393
Eureka,2018,64343569,26362,2441
Eureka,2017,63842685,27120,2354
Eureka,2016,55012470,26765,2055
Eureka,2015,57865641,26946,2147
Eureka,2014,61128554,26914,2271
Eureka,2013,57198849,27021,2117
Eureka,2012,50233301,26960,1863
Eureka,2011,46279089,27283,1696
Eureka,2010,43706430,26066,1677
Eureka,2009,40251284,26002,1548
Eureka,2008,39093603,26157,1495
Eureka,2007,39719198,27208,1460
Eureka,2006,34909956,27052,1290
Eureka,2005,42070338,26381,1595
Eureka,2004,41686518,26258,1588
Eureka,2003,39401227,26100,1510
Exeter,2021,15965942,10305,1549
Exeter,2020,11682467,11030,1059
Exeter,2019,11961657,11002,1087
Exeter,2018,10926249,11169,978
Exeter,2017,10068798,10985,917
Exeter,2016,8956441,11047,811
Exeter,2015,10894891,10572,1031
Exeter,2014,8828724,10539,838
Exeter,2013,7275763,10487,694
Exeter,2012,7617360,10422,731
Exeter,2011,7990949,10395,769
Exeter,2010,8585344,10752,798
Exeter,2009,9192941,10665,862
Exeter,2008,10069769,10705,941
Exeter,2007,11559157,10730,1077
Exeter,2006,8582180,10634,807
Exeter,2005,9422333,10357,910
Exeter,2004,8683182,9904,877
Exeter,2003,10752922,9606,1119
Fairfax,2021,14593580,7496,1947
Fairfax,2020,12248654,7399,1655
Fairfax,2019,12521885,7721,1622
